Suburb,Type,Bedroom2,Bathroom,Landsize,Price
Sandringham,h,5.0,3.0,556.0,2255000.0
Sandringham,h,5.0,3.0,640.0,2250000.0
Sandringham,h,5.0,4.0,700.0,3350000.0
Sandringham,t,4.0,2.0,173.0,1050000.0
Sandringham,t,4.0,2.0,381.0,2221000.0
Sandringham,t,4.0,2.0,604.0,2300000.0
Sandringham,u,2.0,1.0,0.0,701750.0
Sandringham,u,2.0,1.0,208.0,770000.0
Sandringham,u,3.0,1.0,178.0,760000.0
Sandringham,u,3.0,2.0,0.0,630000.0
Scoresby,h,3.0,1.0,724.0,890000.0
Scoresby,h,3.0,1.0,730.0,833800.0
Scoresby,h,3.0,2.0,590.0,870000.0
Scoresby,h,3.0,2.0,1088.0,1000000.0
Scoresby,h,4.0,2.0,724.0,962000.0
Scoresby,h,4.0,2.0,758.0,950000.0
Scoresby,h,4.0,2.0,960.0,1120000.0
Scoresby,h,4.0,2.0,1134.0,1040000.0
Seabrook,h,3.0,1.0,531.0,515000.0
Seabrook,h,3.0,2.0,531.0,640000.0
Seabrook,h,4.0,2.0,531.0,590000.0
Seaford,h,3.0,1.0,576.0,512000.0
Seaford,h,3.0,1.0,591.0,770000.0
Seaford,h,3.0,1.0,648.0,540000.0
Seaford,h,3.0,1.0,769.0,725000.0
Seaford,h,3.0,2.0,603.0,782500.0
Seaford,h,4.0,2.0,535.0,880000.0
Seaford,h,4.0,2.0,542.0,768000.0
Seaford,h,4.0,2.0,611.0,763000.0
Seaford,h,4.0,2.0,631.0,795000.0
Seaford,h,4.0,2.0,771.0,870000.0
Seaford,h,4.0,2.0,1151.0,800000.0
Seaford,h,6.0,4.0,662.0,1050000.0
Seaford,t,2.0,1.0,150.0,386000.0
Seaford,u,3.0,2.0,264.0,572000.0
Seaholme,h,3.0,2.0,537.0,860000.0
Seaholme,h,3.0,2.0,663.0,1360000.0
Seaholme,h,4.0,1.0,521.0,1410000.0
Seaholme,h,4.0,3.0,697.0,2000000.0
Seaholme,h,5.0,3.0,705.0,1415000.0
Seaholme,u,1.0,1.0,0.0,312000.0
Seddon,h,2.0,1.0,104.0,750000.0
Seddon,h,2.0,1.0,116.0,785000.0
Seddon,h,2.0,1.0,126.0,945000.0
Seddon,h,2.0,1.0,148.0,955000.0
Seddon,h,2.0,1.0,152.0,840000.0
Seddon,h,2.0,1.0,164.0,701000.0
Seddon,h,2.0,1.0,170.0,887000.0
Seddon,h,2.0,1.0,172.0,815000.0
Seddon,h,2.0,1.0,176.0,780000.0
Seddon,h,2.0,1.0,207.0,940000.0
Seddon,h,2.0,1.0,217.0,881000.0
Seddon,h,2.0,1.0,248.0,1025000.0
Seddon,h,2.0,1.0,249.0,1085000.0
Seddon,h,2.0,1.0,256.0,1001000.0
Seddon,h,2.0,1.0,269.0,665000.0
Seddon,h,2.0,1.0,274.0,920000.0
Seddon,h,2.0,1.0,298.0,680000.0
Seddon,h,2.0,1.0,306.0,990000.0
Seddon,h,2.0,1.0,374.0,1200000.0
Seddon,h,2.0,2.0,149.0,970000.0
Seddon,h,2.0,2.0,228.0,822500.0
Seddon,h,2.0,2.0,409.0,937500.0
Seddon,h,3.0,1.0,137.0,970000.0
Seddon,h,3.0,1.0,194.0,900000.0
Seddon,h,3.0,1.0,198.0,1180000.0
Seddon,h,3.0,1.0,205.0,847000.0
Seddon,h,3.0,1.0,216.0,880000.0
Seddon,h,3.0,1.0,217.0,965000.0
Seddon,h,3.0,1.0,220.0,950000.0
Seddon,h,3.0,1.0,224.0,1032000.0
Seddon,h,3.0,1.0,234.0,1080000.0
Seddon,h,3.0,1.0,252.0,900000.0
Seddon,h,3.0,1.0,283.0,965000.0
Seddon,h,3.0,1.0,297.0,1085000.0
Seddon,h,3.0,1.0,350.0,1145000.0
Seddon,h,3.0,1.0,352.0,1270000.0
Seddon,h,3.0,1.0,357.0,1126000.0
Seddon,h,3.0,1.0,371.0,990000.0
Seddon,h,3.0,1.0,467.0,1395000.0
Seddon,h,3.0,2.0,0.0,920000.0
Seddon,h,3.0,2.0,193.0,875000.0
Seddon,h,3.0,2.0,229.0,1310000.0
Seddon,h,3.0,2.0,306.0,1075000.0
Seddon,h,3.0,2.0,309.0,920000.0
Seddon,h,3.0,3.0,168.0,1330000.0
Seddon,h,3.0,3.0,227.0,1337500.0
Seddon,h,4.0,2.0,299.0,1201000.0
Seddon,h,4.0,2.0,457.0,1870000.0
Seddon,h,4.0,2.0,571.0,1455000.0
Seddon,h,4.0,3.0,122.0,1315000.0
Seddon,h,4.0,3.0,934.0,1502000.0
Seddon,h,5.0,3.0,386.0,1275000.0
Seddon,t,2.0,1.0,126.0,720000.0
Seddon,t,2.0,2.0,97.0,755000.0
Seddon,u,1.0,1.0,0.0,268750.0
Seddon,u,2.0,1.0,0.0,450000.0
Seddon,u,3.0,2.0,0.0,886000.0
Silvan,h,3.0,2.0,76000.0,1085000.0
Silvan,h,4.0,2.0,38490.0,1070000.0
Skye,h,4.0,2.0,534.0,555698.0
Skye,h,4.0,2.0,631.0,640000.0
South Kingsville,h,0.0,1.0,224.0,1030000.0
South Kingsville,h,2.0,1.0,78.0,420000.0
South Kingsville,h,2.0,1.0,462.0,392250.0
South Kingsville,h,3.0,1.0,297.0,835000.0
South Kingsville,h,3.0,1.0,669.0,990000.0
South Kingsville,h,3.0,1.0,715.0,1290000.0
South Kingsville,h,3.0,2.0,334.0,790000.0
South Kingsville,h,3.0,2.0,669.0,941000.0
South Kingsville,h,3.0,2.0,738.0,845000.0
South Kingsville,h,5.0,1.0,669.0,930000.0
South Kingsville,t,2.0,1.0,228.0,611000.0
South Kingsville,t,2.0,2.0,151.0,650000.0
South Kingsville,t,3.0,2.0,148.0,815000.0
South Kingsville,t,3.0,2.0,337.0,855000.0
South Kingsville,t,3.0,2.0,340.0,730000.0
South Kingsville,t,4.0,3.0,662.0,915000.0
South Kingsville,u,2.0,1.0,0.0,310500.0
South Kingsville,u,2.0,1.0,78.0,380000.0
South Kingsville,u,2.0,1.0,126.0,506000.0
South Kingsville,u,3.0,1.0,144.0,508000.0
South Melbourne,h,1.0,1.0,0.0,407500.0
South Melbourne,h,1.0,1.0,67.0,855000.0
South Melbourne,h,1.0,1.0,74.0,807500.0
South Melbourne,h,1.0,1.0,84.0,1002000.0
South Melbourne,h,2.0,1.0,64.0,980000.0
South Melbourne,h,2.0,1.0,82.0,970000.0
South Melbourne,h,2.0,1.0,91.0,1150000.0
South Melbourne,h,2.0,1.0,101.0,1355000.0
South Melbourne,h,2.0,1.0,102.0,1024000.0
South Melbourne,h,2.0,1.0,109.0,1355000.0
South Melbourne,h,2.0,1.0,113.0,1150000.0
South Melbourne,h,2.0,1.0,114.0,920500.0
South Melbourne,h,2.0,1.0,115.0,930000.0
South Melbourne,h,2.0,1.0,126.0,1137000.0
South Melbourne,h,2.0,1.0,128.0,1151000.0
South Melbourne,h,2.0,1.0,140.0,1180000.0
South Melbourne,h,2.0,1.0,185.0,1100000.0
South Melbourne,h,2.0,2.0,131.0,1200000.0
South Melbourne,h,2.0,2.0,141.0,2000000.0
South Melbourne,h,3.0,1.0,118.0,1700000.0
South Melbourne,h,3.0,1.0,128.0,1412000.0
South Melbourne,h,3.0,1.0,130.0,1720000.0
South Melbourne,h,3.0,1.0,149.0,1270000.0
South Melbourne,h,3.0,1.0,181.0,1405000.0
South Melbourne,h,3.0,1.0,204.0,1820000.0
South Melbourne,h,3.0,1.0,276.0,2633000.0
South Melbourne,h,3.0,2.0,0.0,1595500.0
South Melbourne,h,3.0,2.0,81.0,1720000.0
South Melbourne,h,3.0,2.0,88.0,1600000.0
South Melbourne,h,3.0,2.0,108.0,1250000.0
South Melbourne,h,3.0,2.0,113.0,1200000.0
South Melbourne,h,3.0,2.0,138.0,1390000.0
South Melbourne,h,3.0,2.0,141.0,2075000.0
South Melbourne,h,3.0,2.0,149.0,1210000.0
South Melbourne,h,3.0,2.0,151.0,1825000.0
South Melbourne,h,3.0,2.0,161.0,2000000.0
South Melbourne,h,3.0,2.0,171.0,1595000.0
South Melbourne,h,3.0,2.0,195.0,2200000.0
South Melbourne,h,3.0,2.0,197.0,2240000.0
South Melbourne,h,3.0,2.0,202.0,1780000.0
South Melbourne,h,3.0,2.0,204.0,1650000.0
South Melbourne,h,3.0,2.0,216.0,2800000.0
South Melbourne,h,3.0,2.0,224.0,1250000.0
South Melbourne,h,3.0,2.0,230.0,2050000.0
South Melbourne,h,3.0,2.0,234.0,2525000.0
South Melbourne,h,3.0,2.0,2325.0,770000.0
South Melbourne,h,4.0,2.0,163.0,1620000.0
South Melbourne,h,4.0,2.0,403.0,4100000.0
South Melbourne,h,4.0,3.0,153.0,1800000.0
South Melbourne,h,4.0,3.0,200.0,2180000.0
South Melbourne,h,4.0,3.0,280.0,3825000.0
South Melbourne,h,4.0,3.0,577.0,1615000.0
South Melbourne,h,5.0,3.0,190.0,2260000.0
South Melbourne,t,2.0,1.0,327.0,1100000.0
South Melbourne,t,2.0,2.0,336.0,817000.0
South Melbourne,t,3.0,2.0,111.0,1185000.0
South Melbourne,t,3.0,2.0,146.0,1450000.0
South Melbourne,t,3.0,3.0,100.0,1750000.0
South Melbourne,u,1.0,1.0,0.0,420000.0
South Melbourne,u,2.0,0.0,438.0,760500.0
South Melbourne,u,2.0,1.0,0.0,597500.0
South Melbourne,u,2.0,1.0,438.0,650000.0
South Melbourne,u,2.0,1.0,1646.0,530000.0
South Melbourne,u,2.0,2.0,0.0,690000.0
South Melbourne,u,3.0,2.0,0.0,742000.0
South Melbourne,u,3.0,4.0,0.0,1550000.0
South Morang,h,3.0,2.0,330.0,500000.0
South Morang,h,3.0,2.0,362.0,540000.0
South Morang,h,3.0,2.0,454.0,601000.0
South Morang,h,3.0,2.0,492.0,644000.0
South Morang,h,3.0,2.0,545.0,690000.0
South Morang,h,3.0,2.0,806.0,690000.0
South Morang,h,4.0,2.0,196.0,485000.0
South Morang,h,4.0,2.0,229.0,561000.0
South Morang,h,4.0,2.0,444.0,658500.0
South Morang,h,4.0,2.0,505.0,600000.0
South Morang,h,4.0,2.0,609.0,677500.0
South Morang,h,4.0,2.0,613.0,875000.0
South Morang,h,4.0,2.0,617.0,612000.0
South Morang,h,4.0,2.0,639.0,810000.0
South Morang,h,4.0,3.0,624.0,915000.0
South Morang,h,5.0,3.0,582.0,597000.0
South Morang,h,5.0,3.0,700.0,945000.0
South Morang,h,5.0,5.0,700.0,905000.0
South Morang,t,2.0,1.0,305.0,345000.0
South Morang,t,3.0,2.0,155.0,420000.0
South Morang,u,3.0,1.0,216.0,386000.0
South Yarra,h,1.0,1.0,569.0,2115000.0
South Yarra,h,2.0,1.0,105.0,1036500.0
South Yarra,h,2.0,1.0,132.0,1130000.0
South Yarra,h,2.0,1.0,140.0,1160000.0
South Yarra,h,2.0,1.0,141.0,1500000.0
South Yarra,h,2.0,1.0,146.0,1125000.0
South Yarra,h,2.0,1.0,161.0,1214000.0
South Yarra,h,2.0,1.0,163.0,1200000.0
South Yarra,h,2.0,1.0,175.0,1460000.0
South Yarra,h,2.0,1.0,176.0,1150000.0
South Yarra,h,2.0,1.0,219.0,1405000.0
South Yarra,h,2.0,1.0,225.0,1455000.0
South Yarra,h,2.0,1.0,367.0,2430000.0
South Yarra,h,2.0,2.0,181.0,1700000.0
South Yarra,h,2.0,2.0,187.0,2210000.0
South Yarra,h,2.0,2.0,208.0,1710000.0
South Yarra,h,2.0,2.0,355.0,2325000.0
South Yarra,h,3.0,1.0,119.0,900000.0
South Yarra,h,3.0,1.0,136.0,1400000.0
South Yarra,h,3.0,1.0,154.0,906000.0
South Yarra,h,3.0,1.0,174.0,1305000.0
South Yarra,h,3.0,1.0,178.0,1700000.0
South Yarra,h,3.0,1.0,211.0,1810000.0
South Yarra,h,3.0,1.0,250.0,1360000.0
South Yarra,h,3.0,1.0,442.0,2395000.0
South Yarra,h,3.0,2.0,0.0,1400000.0
South Yarra,h,3.0,2.0,90.0,1056800.0
South Yarra,h,3.0,2.0,141.0,1700000.0
South Yarra,h,3.0,2.0,149.0,1540000.0
South Yarra,h,3.0,2.0,194.0,1945000.0
South Yarra,h,3.0,2.0,198.0,1780000.0
South Yarra,h,3.0,2.0,215.0,2695000.0
South Yarra,h,3.0,2.0,221.0,2285000.0
South Yarra,h,3.0,2.0,273.0,1810000.0
South Yarra,h,3.0,2.0,350.0,2400000.0
South Yarra,h,3.0,2.0,358.0,2200000.0
South Yarra,h,3.0,2.0,462.0,1400000.0
South Yarra,h,3.0,2.0,510.0,1800000.0
South Yarra,h,3.0,3.0,191.0,3000000.0
South Yarra,h,3.0,5.0,241.0,1510000.0
South Yarra,h,4.0,2.0,141.0,2600000.0
South Yarra,h,4.0,2.0,176.0,1855500.0
South Yarra,h,4.0,2.0,292.0,5700000.0
South Yarra,h,4.0,2.0,564.0,2920000.0
South Yarra,h,4.0,3.0,446.0,2667000.0
South Yarra,t,2.0,1.0,0.0,1050000.0
South Yarra,t,2.0,2.0,0.0,1715000.0
South Yarra,t,2.0,2.0,181.0,1460000.0
South Yarra,t,3.0,2.0,80.0,1250000.0
South Yarra,t,3.0,2.0,163.0,2010000.0
South Yarra,t,3.0,2.0,201.0,2030000.0
South Yarra,t,3.0,2.0,1302.0,1365000.0
South Yarra,t,3.0,3.0,296.0,3475000.0
South Yarra,u,0.0,1.0,0.0,535000.0
South Yarra,u,1.0,1.0,0.0,410000.0
South Yarra,u,1.0,1.0,10.0,401500.0
South Yarra,u,1.0,1.0,480.0,540000.0
South Yarra,u,1.0,1.0,607.0,612000.0
South Yarra,u,1.0,1.0,630.0,555000.0
South Yarra,u,1.0,1.0,775.0,390500.0
South Yarra,u,1.0,1.0,1369.0,411000.0
South Yarra,u,1.0,1.0,1424.0,400000.0
South Yarra,u,1.0,1.0,14500.0,315000.0
South Yarra,u,2.0,0.0,0.0,910000.0
South Yarra,u,2.0,1.0,0.0,615000.0
South Yarra,u,2.0,1.0,284.0,851000.0
South Yarra,u,2.0,1.0,595.0,642000.0
South Yarra,u,2.0,1.0,644.0,860000.0
South Yarra,u,2.0,1.0,708.0,945000.0
South Yarra,u,2.0,1.0,734.0,515000.0
South Yarra,u,2.0,1.0,855.0,635000.0
South Yarra,u,2.0,1.0,876.0,600000.0
South Yarra,u,2.0,1.0,1272.0,771000.0
South Yarra,u,2.0,1.0,1283.0,625000.0
South Yarra,u,2.0,1.0,1890.0,470000.0
South Yarra,u,2.0,1.0,2122.0,693000.0
South Yarra,u,2.0,1.0,5467.0,485000.0
South Yarra,u,2.0,1.0,17200.0,762500.0
South Yarra,u,2.0,2.0,0.0,910000.0
South Yarra,u,2.0,2.0,742.0,863000.0
South Yarra,u,2.0,2.0,2143.0,965000.0
South Yarra,u,2.0,2.0,17200.0,914250.0
South Yarra,u,3.0,0.0,0.0,1072000.0
South Yarra,u,3.0,1.0,0.0,862500.0
South Yarra,u,3.0,2.0,0.0,1232500.0
South Yarra,u,3.0,2.0,15.0,1320000.0
South Yarra,u,3.0,2.0,3197.0,2050000.0
South Yarra,u,3.0,2.0,6111.0,805000.0
South Yarra,u,3.0,3.0,913.0,1430000.0
South Yarra,u,4.0,2.0,979.0,2050000.0
Southbank,h,2.0,1.0,0.0,815000.0
Southbank,h,3.0,1.0,0.0,1220000.0
Southbank,h,3.0,1.0,199.0,700000.0
Southbank,u,1.0,1.0,0.0,425000.0
Southbank,u,1.0,1.0,63.0,422000.0
Southbank,u,1.0,1.0,546.0,370000.0
Southbank,u,1.0,1.0,760.0,455000.0
Southbank,u,1.0,1.0,1826.0,385500.0
Southbank,u,1.0,1.0,3878.0,451250.0
Southbank,u,2.0,1.0,0.0,590000.0
Southbank,u,2.0,1.0,2121.0,485000.0
Southbank,u,2.0,1.0,3634.0,600000.0
Southbank,u,2.0,1.0,3901.0,732000.0
Southbank,u,2.0,1.0,8888.0,642500.0
Southbank,u,2.0,2.0,0.0,596250.0
Southbank,u,2.0,2.0,2295.0,430000.0
Southbank,u,2.0,2.0,2955.0,622500.0
Southbank,u,2.0,2.0,3878.0,569000.0
Southbank,u,2.0,3.0,0.0,690000.0
Southbank,u,3.0,1.0,0.0,720000.0
Southbank,u,3.0,2.0,0.0,740000.0
Southbank,u,4.0,3.0,0.0,1120000.0
Spotswood,h,2.0,1.0,174.0,802000.0
Spotswood,h,2.0,1.0,243.0,782500.0
Spotswood,h,2.0,1.0,459.0,835000.0
Spotswood,h,2.0,1.0,502.0,850000.0
Spotswood,h,2.0,1.0,526.0,1070000.0
Spotswood,h,2.0,1.0,562.0,832500.0
Spotswood,h,3.0,1.0,274.0,927000.0
Spotswood,h,3.0,1.0,305.0,1100000.0
Spotswood,h,3.0,1.0,320.0,1016000.0
Spotswood,h,3.0,1.0,326.0,855000.0
Spotswood,h,3.0,1.0,343.0,785000.0
Spotswood,h,3.0,1.0,353.0,831000.0
Spotswood,h,3.0,1.0,399.0,1000000.0
Spotswood,h,3.0,1.0,435.0,775000.0
Spotswood,h,3.0,1.0,472.0,1080000.0
Spotswood,h,3.0,1.0,478.0,965000.0
Spotswood,h,3.0,1.0,675.0,1035000.0
Spotswood,h,3.0,1.0,690.0,1040000.0
Spotswood,h,3.0,1.0,738.0,1320000.0
Spotswood,h,4.0,1.0,532.0,690000.0
Spotswood,h,4.0,2.0,389.0,860750.0
Spotswood,h,4.0,2.0,489.0,1170000.0
Spotswood,h,4.0,2.0,730.0,1300000.0
Spotswood,h,4.0,2.0,742.0,1161000.0
Spotswood,h,4.0,2.0,830.0,1315000.0
Spotswood,t,3.0,3.0,278.0,840000.0
Spotswood,u,1.0,1.0,89.0,380000.0
Spotswood,u,3.0,1.0,221.0,660000.0
Springvale,h,3.0,1.0,572.0,1016000.0
Springvale,h,3.0,1.0,585.0,770000.0
Springvale,h,3.0,1.0,593.0,760000.0
Springvale,h,3.0,1.0,606.0,770000.0
Springvale,h,3.0,1.0,623.0,752500.0
Springvale,h,3.0,1.0,720.0,881000.0
Springvale,h,4.0,2.0,795.0,1080000.0
Springvale,h,6.0,2.0,869.0,917000.0
Springvale,u,2.0,2.0,155.0,580000.0
Springvale South,h,3.0,1.0,638.0,700000.0
Springvale South,h,3.0,1.0,775.0,750000.0
Springvale South,h,4.0,2.0,584.0,850000.0
St Albans,h,0.0,0.0,600.0,702000.0
St Albans,h,1.0,1.0,617.0,565000.0
St Albans,h,2.0,1.0,419.0,610000.0
St Albans,h,3.0,1.0,524.0,630000.0
St Albans,h,3.0,1.0,539.0,645000.0
St Albans,h,3.0,1.0,546.0,549500.0
St Albans,h,3.0,1.0,557.0,626000.0
St Albans,h,3.0,1.0,563.0,610000.0
St Albans,h,3.0,1.0,565.0,600000.0
St Albans,h,3.0,1.0,581.0,627000.0
St Albans,h,3.0,1.0,582.0,610000.0
St Albans,h,3.0,1.0,606.0,550000.0
St Albans,h,3.0,1.0,609.0,730000.0
St Albans,h,3.0,1.0,614.0,565000.0
St Albans,h,3.0,1.0,674.0,582000.0
St Albans,h,3.0,1.0,690.0,645000.0
St Albans,h,3.0,1.0,722.0,650000.0
St Albans,h,3.0,1.0,743.0,711100.0
St Albans,h,3.0,2.0,532.0,600000.0
St Albans,h,4.0,1.0,559.0,631000.0
St Albans,h,4.0,2.0,447.0,537000.0
St Albans,h,4.0,2.0,592.0,632500.0
St Albans,h,4.0,2.0,699.0,520000.0
St Albans,t,3.0,1.0,160.0,460000.0
St Albans,u,3.0,1.0,388.0,500000.0
St Helena,h,3.0,1.0,930.0,805000.0
St Helena,h,3.0,2.0,684.0,897000.0
St Helena,h,5.0,3.0,1348.0,1387000.0
St Kilda,h,2.0,1.0,94.0,875000.0
St Kilda,h,2.0,1.0,106.0,1000000.0
St Kilda,h,2.0,1.0,123.0,875000.0
St Kilda,h,2.0,1.0,124.0,808000.0
St Kilda,h,2.0,1.0,135.0,1120000.0
St Kilda,h,2.0,1.0,147.0,1250000.0
St Kilda,h,2.0,1.0,165.0,1301000.0
St Kilda,h,2.0,1.0,190.0,920000.0
St Kilda,h,2.0,1.0,194.0,1440000.0
St Kilda,h,2.0,1.0,201.0,1200500.0
St Kilda,h,2.0,1.0,208.0,1220000.0
St Kilda,h,2.0,1.0,215.0,1316000.0
St Kilda,h,2.0,1.0,225.0,1435000.0
St Kilda,h,2.0,1.0,361.0,1365000.0
St Kilda,h,3.0,1.0,198.0,1000000.0
St Kilda,h,3.0,1.0,246.0,1361000.0
St Kilda,h,3.0,1.0,248.0,1225000.0
St Kilda,h,3.0,1.0,292.0,1030000.0
St Kilda,h,3.0,2.0,124.0,920000.0
St Kilda,h,3.0,2.0,128.0,1180000.0
St Kilda,h,3.0,2.0,176.0,2000000.0
St Kilda,h,3.0,2.0,289.0,1900000.0
St Kilda,h,3.0,2.0,361.0,1678000.0
St Kilda,h,3.0,2.0,367.0,2720000.0
St Kilda,h,3.0,2.0,384.0,1891000.0
St Kilda,h,3.0,2.0,1039.0,1120000.0
St Kilda,h,4.0,1.0,300.0,2455000.0
St Kilda,h,4.0,2.0,268.0,1650000.0
St Kilda,h,4.0,2.0,297.0,2260000.0
St Kilda,h,4.0,2.0,324.0,2680000.0
St Kilda,h,4.0,2.0,402.0,2220000.0
St Kilda,h,4.0,2.0,420.0,2000000.0
St Kilda,h,4.0,2.0,436.0,1950000.0
St Kilda,h,4.0,2.0,507.0,1900000.0
St Kilda,h,4.0,2.0,613.0,1600000.0
St Kilda,h,4.0,3.0,648.0,4750000.0
St Kilda,h,5.0,2.0,436.0,2000000.0
St Kilda,h,5.0,3.0,1294.0,5046000.0
St Kilda,h,5.0,4.0,657.0,4400000.0
St Kilda,t,2.0,1.0,455.0,1077000.0
St Kilda,t,3.0,2.0,0.0,1295000.0
St Kilda,t,3.0,2.0,128.0,1400000.0
St Kilda,u,1.0,1.0,0.0,442500.0
St Kilda,u,1.0,1.0,400.0,360000.0
St Kilda,u,1.0,1.0,548.0,470000.0
St Kilda,u,1.0,1.0,653.0,330000.0
St Kilda,u,1.0,1.0,678.0,346000.0
St Kilda,u,1.0,1.0,954.0,420000.0
St Kilda,u,1.0,1.0,980.0,517500.0
St Kilda,u,1.0,1.0,1036.0,320000.0
St Kilda,u,1.0,1.0,1236.0,350000.0
St Kilda,u,1.0,1.0,1286.0,395000.0
St Kilda,u,1.0,1.0,1409.0,430000.0
St Kilda,u,1.0,1.0,1659.0,354000.0
St Kilda,u,1.0,1.0,2335.0,500000.0
St Kilda,u,1.0,1.0,2422.0,520000.0
St Kilda,u,1.0,1.0,2879.0,380000.0
St Kilda,u,1.0,2.0,0.0,320000.0
St Kilda,u,2.0,1.0,0.0,532500.0
St Kilda,u,2.0,1.0,18.0,902000.0
St Kilda,u,2.0,1.0,284.0,730000.0
St Kilda,u,2.0,1.0,463.0,533000.0
St Kilda,u,2.0,1.0,628.0,570000.0
St Kilda,u,2.0,1.0,683.0,503500.0
St Kilda,u,2.0,1.0,797.0,400000.0
St Kilda,u,2.0,1.0,822.0,650000.0
St Kilda,u,2.0,1.0,841.0,450000.0
St Kilda,u,2.0,1.0,881.0,365000.0
St Kilda,u,2.0,1.0,1034.0,520000.0
St Kilda,u,2.0,1.0,1055.0,640000.0
St Kilda,u,2.0,1.0,1123.0,615000.0
St Kilda,u,2.0,1.0,1155.0,580000.0
St Kilda,u,2.0,1.0,1208.0,648000.0
St Kilda,u,2.0,1.0,1211.0,610000.0
St Kilda,u,2.0,1.0,1235.0,520000.0
St Kilda,u,2.0,1.0,1357.0,550000.0
St Kilda,u,2.0,1.0,1458.0,1100000.0
St Kilda,u,2.0,1.0,1676.0,523750.0
St Kilda,u,2.0,1.0,3093.0,586500.0
St Kilda,u,2.0,1.0,5530.0,500000.0
St Kilda,u,2.0,1.0,6186.0,530000.0
St Kilda,u,2.0,1.0,7458.0,571000.0
St Kilda,u,2.0,2.0,0.0,595500.0
St Kilda,u,2.0,2.0,2920.0,610500.0
St Kilda,u,3.0,1.0,0.0,860000.0
St Kilda,u,3.0,1.0,460.0,1190000.0
St Kilda,u,3.0,1.0,1669.0,1500000.0
St Kilda,u,3.0,1.0,7170.0,610000.0
St Kilda,u,3.0,2.0,0.0,1600000.0
Strathmore,h,2.0,1.0,151.0,535000.0
Strathmore,h,2.0,1.0,184.0,646000.0
Strathmore,h,2.0,1.0,703.0,1321000.0
Strathmore,h,2.0,2.0,213.0,790000.0
Strathmore,h,3.0,1.0,492.0,810000.0
Strathmore,h,3.0,1.0,531.0,900000.0
Strathmore,h,3.0,1.0,534.0,883000.0
Strathmore,h,3.0,1.0,631.0,1720000.0
Strathmore,h,3.0,1.0,649.0,1265000.0
Strathmore,h,3.0,1.0,650.0,1199500.0
Strathmore,h,3.0,1.0,651.0,1160000.0
Strathmore,h,3.0,1.0,692.0,910000.0
Strathmore,h,3.0,1.0,694.0,1430000.0
Strathmore,h,3.0,1.0,697.0,1000000.0
Strathmore,h,3.0,1.0,824.0,1848000.0
Strathmore,h,3.0,2.0,211.0,1080000.0
Strathmore,h,3.0,2.0,254.0,622500.0
Strathmore,h,3.0,2.0,304.0,1016000.0
Strathmore,h,3.0,2.0,371.0,1021000.0
Strathmore,h,3.0,2.0,378.0,630000.0
Strathmore,h,3.0,2.0,606.0,1330000.0
Strathmore,h,3.0,2.0,616.0,1285000.0
Strathmore,h,3.0,2.0,653.0,995000.0
Strathmore,h,3.0,2.0,654.0,1025000.0
Strathmore,h,3.0,2.0,662.0,905000.0
Strathmore,h,3.0,2.0,696.0,1150000.0
Strathmore,h,3.0,2.0,697.0,1742000.0
Strathmore,h,3.0,2.0,722.0,1500000.0
Strathmore,h,3.0,2.0,752.0,1075000.0
Strathmore,h,3.0,2.0,794.0,1015000.0
Strathmore,h,3.0,2.0,1781.0,1200000.0
Strathmore,h,3.0,3.0,250.0,850000.0
Strathmore,h,3.0,3.0,571.0,1280000.0
Strathmore,h,3.0,3.0,698.0,1650000.0
Strathmore,h,4.0,1.0,390.0,920000.0
Strathmore,h,4.0,1.0,543.0,810000.0
Strathmore,h,4.0,1.0,656.0,1400000.0
Strathmore,h,4.0,1.0,750.0,1220000.0
Strathmore,h,4.0,2.0,0.0,1387500.0
Strathmore,h,4.0,2.0,607.0,1430000.0
Strathmore,h,4.0,2.0,689.0,1280000.0
Strathmore,h,4.0,2.0,699.0,1052000.0
Strathmore,h,4.0,2.0,908.0,1370000.0
Strathmore,h,4.0,3.0,0.0,1300000.0
Strathmore,h,4.0,3.0,224.0,1625000.0
Strathmore,h,4.0,3.0,650.0,1715000.0
Strathmore,h,4.0,3.0,861.0,1610000.0
Strathmore,h,5.0,2.0,502.0,1485000.0
Strathmore,h,5.0,2.0,533.0,910000.0
Strathmore,h,5.0,2.0,702.0,1150000.0
Strathmore,h,5.0,3.0,387.0,920000.0
Strathmore,h,5.0,3.0,617.0,1440000.0
Strathmore,h,5.0,3.0,699.0,1780000.0
Strathmore,h,5.0,3.0,754.0,915000.0
Strathmore,h,5.0,3.0,755.0,2650000.0
Strathmore,h,7.0,3.0,608.0,2000000.0
Strathmore,t,3.0,3.0,555.0,925000.0
Strathmore,t,4.0,3.0,260.0,995000.0
Strathmore,t,4.0,3.0,717.0,600000.0
Strathmore,u,3.0,2.0,288.0,750000.0
Strathmore Heights,h,3.0,1.0,534.0,1000000.0
Strathmore Heights,h,3.0,2.0,556.0,800000.0
Strathmore Heights,h,4.0,2.0,539.0,780000.0
Strathmore Heights,h,4.0,2.0,697.0,1260000.0
Strathmore Heights,h,4.0,3.0,528.0,931999.0
Strathmore Heights,h,4.0,3.0,541.0,950000.0
Sunbury,h,3.0,1.0,466.0,420000.0
Sunbury,h,3.0,1.0,515.0,405000.0
Sunbury,h,3.0,1.0,573.0,482000.0
Sunbury,h,3.0,1.0,582.0,487000.0
